problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
2800,Shortest String That Contains Three Strings,Medium,31.7,https://leetcode.com/problems/shortest-string-that-contains-three-strings/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2811,Check if it is Possible to Split Array,Medium,34.5,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2813,Maximum Elegance of a K-Length Subsequence,Hard,28.7,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,Top-k with replacement,Maximum Elegance of a K-Length Subsequence,Start with top profits; replace duplicate categories with new categories for elegance gain.,sort by profit; duplicate heap; replacement by category gain,exchange / marginal gain,greedy + replacement heap,Heap-greedy / selection,High,Need track duplicate selected items that can be sacrificed.,manual-high
2818,Apply Operations to Maximize Score,Hard,53.6,https://leetcode.com/problems/apply-operations-to-maximize-score/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy / DP-boundary,Greedy-DP boundary,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
2829,Determine the Minimum Sum of a k-avoiding Array,Medium,60.9,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2834,Find the Minimum Possible Sum of a Beautiful Array,Medium,35.0,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,Medium,Review exact statement; this row is inferred from title.,heuristic
2835,Minimum Operations to Form Subsequence With Target Sum,Hard,32.5,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,High,Review exact statement; this row is inferred from title.,heuristic
2842,Count K-Subsequences of a String With Maximum Beauty,Hard,30.4,https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,High,Review exact statement; this row is inferred from title.,heuristic
2844,Minimum Operations to Make a Special Number,Medium,38.5,https://leetcode.com/problems/minimum-operations-to-make-a-special-number/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2847,Smallest Number With Given Digit Product,Medium,43.6,https://leetcode.com/problems/smallest-number-with-given-digit-product/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2856,Minimum Array Length After Pair Removals,Medium,27.4,https://leetcode.com/problems/minimum-array-length-after-pair-removals/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2864,Maximum Odd Binary Number,Easy,82.9,https://leetcode.com/problems/maximum-odd-binary-number/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Low,Review exact statement; this row is inferred from title.,heuristic
2868,The Wording Game,Hard,55.9,https://leetcode.com/problems/the-wording-game/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,High,Review exact statement; this row is inferred from title.,heuristic
2870,Minimum Number of Operations to Make Array Empty,Medium,62.1,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2871,Split Array Into Maximum Number of Subarrays,Medium,42.5,https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2892,Minimizing Array After Replacing Pairs With Their Product,Medium,40.7,https://leetcode.com/problems/minimizing-array-after-replacing-pairs-with-their-product/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2895,Minimum Processing Time,Medium,70.3,https://leetcode.com/problems/minimum-processing-time/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
